sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2025 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"ID","Function Call Sites and Loops","Loop Annotation","Performance Issues","Total Time Percent","Total Time","Self Time Percent","Self Time","Total Elapsed Time","Self Elapsed Time","Type","Loop Height","Max Depth","Parent ID","Loop Function ID","Why No Vectorization","Vector ISA","Gain Estimate","Vector Length","Compiler Estimated Gain","Self GFLOPS","Total GFLOPS","Self AI","Total Arithmetic Intensity","Self GINTOPS","Total GINTOPS","Self INT AI","Total INT AI","Self Giga OPS","Total Giga OPS","Self Overall AI","Total Overall AI","Self GFLOP","Total GFLOP","Self GINTOP","Total GINTOP","Self Giga OP","Total Giga OP","Self Memory GB","Total Memory GB","Self GB/s","Total GB/s","Average Trip Count","Min Trip Count","Max Trip Count","Call Count","Iteration Duration","Loop Instance Total Time","Traits","Data Types","Vector Widths","Instruction Sets","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Source Location","Module","Dynamic func_inst","Dynamic compute","Dynamic int_compute","Dynamic sp_compute","Dynamic dp_compute","Dynamic memory","Dynamic all_instructions","Dynamic vector_compute","Dynamic vector_memory","Dynamic sse_vector_compute","Dynamic avx_vector_compute","Dynamic avx2_vector_compute","Dynamic avx512_vector_compute","Dynamic avx512phi_vector_compute","Dynamic fma_vector_compute","Dynamic amx_vector_compute","Dynamic x86_scalar_compute","Dynamic x87_scalar_compute","Dynamic sse_scalar_compute","Dynamic avx_scalar_compute","Dynamic avx2_scalar_compute","Dynamic avx512_scalar_compute","Dynamic fma_scalar_compute","Dynamic sse_vector_memory","Dynamic avx_vector_memory","Dynamic avx2_vector_memory","Dynamic avx512_vector_memory","Dynamic avx512phi_vector_memory","Dynamic x86_scalar_memory","Dynamic x87_scalar_memory","Dynamic sse_scalar_memory","Dynamic avx_scalar_memory","Dynamic avx2_scalar_memory","Dynamic avx512_scalar_memory","Dynamic loads","Dynamic stores","Dynamic loaded_bytes","Dynamic stored_bytes","Dynamic compute_with_memory","Dynamic int_compute_with_memory","Dynamic sp_compute_with_memory","Dynamic dp_compute_with_memory","Dynamic vector_compute_with_memory","Dynamic sse_vector_compute_with_memory","Dynamic avx_vector_compute_with_memory","Dynamic avx2_vector_compute_with_memory","Dynamic avx512_vector_compute_with_memory","Dynamic avx512phi_vector_compute_with_memory","Dynamic fma_vector_compute_with_memory","Dynamic x86_scalar_compute_with_memory","Dynamic x87_scalar_compute_with_memory","Dynamic sse_scalar_compute_with_memory","Dynamic avx_scalar_compute_with_memory","Dynamic avx2_scalar_compute_with_memory","Dynamic avx512_scalar_compute_with_memory","Dynamic fma_scalar_compute_with_memory","Dynamic add","Dynamic mul","Dynamic sub","Dynamic div","Dynamic sad","Dynamic min","Dynamic avg","Dynamic max","Dynamic abs","Dynamic sign","Dynamic sqrt","Dynamic fma","Dynamic reccp","Dynamic scale","Dynamic vpconflict","Dynamic vplzcnt","Dynamic call"
"2","[loop in mandelbrot_computation at avx2_sp.cpp:39]","1","","40.8779","1.071s","40.8698","1.071s","0.020s","0.020s","Inside vectorized","0","12","33","31","","","","","","867.358","","","","4.908","","","","872.266","","","","17.430","","0.099","","17.529","","0","","0","","131","0","499","750000","< 0.001s","< 0.001s","FMA","Int32; UInt16","256","AVX; FMA","","","","","","avx2_sp.cpp:39","avx2_sp_O3","31","10578675425","10578675425","0","0","0","6933355532","10578675425","0","0","9787518234","0","0","0","791157191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2476362760","1783373586","197716622","0","0","0","0","0","0","0","0","297555930","0","0","0","0","0"
"3","[loop in mandelbrot_computation at avx2_sp.cpp:39]","1","","42.0229","1.101s","1.14503","0.030s","0.020s","0.010s","Vectorized (Body)","1","11","27","33","","AVX2","","4; 16","","1.198","","0.471","","0","","0","","1.198","","0.471","","0.012","","0","","0.012","","0.026","","2.546","","1","1","1","750000","< 0.001s","< 0.001s","FMA; Type Conversions","Int32; Int64; UInt16","256","AVX; AVX2; FMA","","","","","","avx2_sp.cpp:39","avx2_sp_O3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","[loop in mandelbrot_computation at avx2_sp.cpp:22]","1","","43.8931","1.150s","0","0s","0.020s","0s","Scalar","2","10","28","27","","","","","","","","0.168","","","","0.068","","","","0.235","","0.033","","0.014","","0.047","","0.200","","","","750000","750000","750000","1","< 0.001s","1.150s","","Int32","256","AVX","","","","","","avx2_sp.cpp:22","avx2_sp_O3","27","168029637","168029637","0","0","2874745518","222409023","77597397","200665443","0","65146755","0","0","0","12450642","0","90432240","0","0","0","0","0","0","0","197279637","3385806","0","0","2674080075","0","0","0","0","0","56250000","20250000","924000000","108000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6836448","10543224","6771612","0","0","0","0","0","0","0","0","3771612","0","0","0","0","6000000"

