sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2025 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"ID","Function Call Sites and Loops","Loop Annotation","Performance Issues","Total Time Percent","Total Time","Self Time Percent","Self Time","Total Elapsed Time","Self Elapsed Time","Type","Loop Height","Max Depth","Parent ID","Loop Function ID","Why No Vectorization","Vector ISA","Gain Estimate","Vector Length","Compiler Estimated Gain","Self GFLOPS","Total GFLOPS","Self AI","Total Arithmetic Intensity","Self GINTOPS","Total GINTOPS","Self INT AI","Total INT AI","Self Giga OPS","Total Giga OPS","Self Overall AI","Total Overall AI","Self GFLOP","Total GFLOP","Self GINTOP","Total GINTOP","Self Giga OP","Total Giga OP","Self Memory GB","Total Memory GB","Self GB/s","Total GB/s","Average Trip Count","Min Trip Count","Max Trip Count","Call Count","Iteration Duration","Loop Instance Total Time","Traits","Data Types","Vector Widths","Instruction Sets","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Source Location","Module","Dynamic func_inst","Dynamic compute","Dynamic int_compute","Dynamic sp_compute","Dynamic dp_compute","Dynamic memory","Dynamic all_instructions","Dynamic vector_compute","Dynamic vector_memory","Dynamic sse_vector_compute","Dynamic avx_vector_compute","Dynamic avx2_vector_compute","Dynamic avx512_vector_compute","Dynamic avx512phi_vector_compute","Dynamic fma_vector_compute","Dynamic amx_vector_compute","Dynamic x86_scalar_compute","Dynamic x87_scalar_compute","Dynamic sse_scalar_compute","Dynamic avx_scalar_compute","Dynamic avx2_scalar_compute","Dynamic avx512_scalar_compute","Dynamic fma_scalar_compute","Dynamic sse_vector_memory","Dynamic avx_vector_memory","Dynamic avx2_vector_memory","Dynamic avx512_vector_memory","Dynamic avx512phi_vector_memory","Dynamic x86_scalar_memory","Dynamic x87_scalar_memory","Dynamic sse_scalar_memory","Dynamic avx_scalar_memory","Dynamic avx2_scalar_memory","Dynamic avx512_scalar_memory","Dynamic loads","Dynamic stores","Dynamic loaded_bytes","Dynamic stored_bytes","Dynamic compute_with_memory","Dynamic int_compute_with_memory","Dynamic sp_compute_with_memory","Dynamic dp_compute_with_memory","Dynamic vector_compute_with_memory","Dynamic sse_vector_compute_with_memory","Dynamic avx_vector_compute_with_memory","Dynamic avx2_vector_compute_with_memory","Dynamic avx512_vector_compute_with_memory","Dynamic avx512phi_vector_compute_with_memory","Dynamic fma_vector_compute_with_memory","Dynamic x86_scalar_compute_with_memory","Dynamic x87_scalar_compute_with_memory","Dynamic sse_scalar_compute_with_memory","Dynamic avx_scalar_compute_with_memory","Dynamic avx2_scalar_compute_with_memory","Dynamic avx512_scalar_compute_with_memory","Dynamic fma_scalar_compute_with_memory","Dynamic add","Dynamic mul","Dynamic sub","Dynamic div","Dynamic sad","Dynamic min","Dynamic avg","Dynamic max","Dynamic abs","Dynamic sign","Dynamic sqrt","Dynamic fma","Dynamic reccp","Dynamic scale","Dynamic vpconflict","Dynamic vplzcnt","Dynamic call"
"1","[loop in mandelbrot_computation at dynamic_multithreading_sp_simd.cpp:8]","1","","99.2925","301.467s","18.5132","56.209s","4.730s","1.090s","Scalar","1","12","29","27","","","","","","5.681","","0.004","","29.112","","0.023","","34.793","","0.027","","6.193","","31.736","","37.928","","1401.976","","1286.074","","258","1","1001","3000000","< 0.001s","< 0.001s","Blends; Extracts; Inserts; Permutes; Shifts; Shuffles; Unpacks","Int32; Int64; UInt128; UInt16; UInt256; UInt; Variable; ; ; ","128/256","AVX; AVX2","","","","","","dynamic_multithreading_sp_simd.cpp:8","dynamic_multithreading_sp_simd_O0-PRECISE","27","5679616923554791757","5679616923554791757","0","0","-4365360073156713175","8419000516627","5679616923554791757","7259056796601748341","0","5679616923554791757","0","0","0","0","0","0","0","0","0","0","0","0","0","1846513467864879439","5412543328736868902","0","0","-5832020574191084530","0","0","-5792396295567376986","0","0","2407938302352","1221670275153","35937224418787","14723539005117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53411207775","17803735925","6192603800","0","0","0","0","0","0","0","0","0","0","0","0","0","199516634562"
"4","[loop in std::__complex_pow_unsigned<float> at complex:1262]","1","","25.5801","77.665s","0.711516","2.160s","1.470s","0.100s","Scalar","0","15","53","52","","","","","","0","","0","","139.186","","0.450","","139.186","","0.450","","0","","13.920","","13.920","","30.933","","309.303","","1","1","1","1546640578","< 0.001s","< 0.001s","","","","","","","","","","complex:1262","dynamic_multithreading_sp_simd_O0-PRECISE","52","0","0","0","0","230449446122","125277886818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","230449446122","0","0","0","0","0","20106327514","15466405780","80425310056","61865623120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9279843468"
"2","[loop in mandelbrot_computation at dynamic_multithreading_sp_simd.cpp:8]","1","","99.309","301.517s","0.0164743","0.050s","4.730s","0.010s","Scalar","2","11","30","29","","","","","","3.597","","0.038","","6.294","","0.066","","9.890","","0.104","","0.036","","0.063","","0.099","","0.948","","94.708","","50","50","50","60000","< 0.001s","0.005s","Blends; FMA; Shifts; Shuffles; Type Conversions","Int32; Int64; UInt16; UInt256; ; ","128","AVX; AVX2; FMA","","","","","","dynamic_multithreading_sp_simd.cpp:8","dynamic_multithreading_sp_simd_O0-PRECISE","29","162372000000","121782000000","0","0","584883000000","1740000000","162363000000","305361000000","0","121773000000","0","0","0","40590000000","0","9000000","0","0","0","0","0","0","0","244473000000","60888000000","0","0","113769000000","0","0","165753000000","0","0","552000000","279000000","5052000000","1968000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9000000","90000000","93000000","0","0","0","0","0","0","0","0","60000000","0","0","0","0","102000000"
"3","[loop in mandelbrot_computation at dynamic_multithreading_sp_simd.cpp:8]","1","","99.3225","301.558s","0","0s","4.730s","0s","Scalar","3","10","28","30","","","","","","","","0","","","","0.161","","","","0.161","","0","","0.001","","0.001","","0.007","","","","937","256","2755","64","0.005s","4.712s","","Int32; UInt16; ","128","AVX; AVX2","","","","","","dynamic_multithreading_sp_simd.cpp:8","dynamic_multithreading_sp_simd_O0-PRECISE","30","21060000","21060000","0","0","485462176","18425632","3300000","9900000","0","3300000","0","0","0","0","0","17760000","0","0","0","0","0","0","0","6600000","3300000","0","0","472262176","0","0","3300000","0","0","4620576","3120000","22082304","16080000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","840000","0","360000","0","0","0","0","0","0","0","0","0","0","0","0","0","540576"
"5","[loop in __libm_hypot_dispatch_table_icx_init_icx]","1","","0.00658729","0.020s","0","0s","0.010s","0s","Scalar","0","17","75","74","","","","","","","","0","","","","0","","","","0","","0","","0","","0","","0.008","","","","31704","0","173654","13","< 0.001s","0.002s","","Int64","","","","","","","","","dynamic_multithreading_sp_simd_O0-PRECISE","74","0","0","0","0","3709464","5770325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1236488","0","2472976","0","0","0","2473002","0","16486680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1236501"

