sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2025 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"ID","Function Call Sites and Loops","Loop Annotation","Performance Issues","Total Time Percent","Total Time","Self Time Percent","Self Time","Total Elapsed Time","Self Elapsed Time","Type","Loop Height","Max Depth","Parent ID","Loop Function ID","Why No Vectorization","Vector ISA","Gain Estimate","Vector Length","Compiler Estimated Gain","Self GFLOPS","Total GFLOPS","Self AI","Total Arithmetic Intensity","Self GINTOPS","Total GINTOPS","Self INT AI","Total INT AI","Self Giga OPS","Total Giga OPS","Self Overall AI","Total Overall AI","Self GFLOP","Total GFLOP","Self GINTOP","Total GINTOP","Self Giga OP","Total Giga OP","Self Memory GB","Total Memory GB","Self GB/s","Total GB/s","Average Trip Count","Min Trip Count","Max Trip Count","Call Count","Iteration Duration","Loop Instance Total Time","Traits","Data Types","Vector Widths","Instruction Sets","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Source Location","Module","Dynamic func_inst","Dynamic compute","Dynamic int_compute","Dynamic sp_compute","Dynamic dp_compute","Dynamic memory","Dynamic all_instructions","Dynamic vector_compute","Dynamic vector_memory","Dynamic sse_vector_compute","Dynamic avx_vector_compute","Dynamic avx2_vector_compute","Dynamic avx512_vector_compute","Dynamic avx512phi_vector_compute","Dynamic fma_vector_compute","Dynamic amx_vector_compute","Dynamic x86_scalar_compute","Dynamic x87_scalar_compute","Dynamic sse_scalar_compute","Dynamic avx_scalar_compute","Dynamic avx2_scalar_compute","Dynamic avx512_scalar_compute","Dynamic fma_scalar_compute","Dynamic sse_vector_memory","Dynamic avx_vector_memory","Dynamic avx2_vector_memory","Dynamic avx512_vector_memory","Dynamic avx512phi_vector_memory","Dynamic x86_scalar_memory","Dynamic x87_scalar_memory","Dynamic sse_scalar_memory","Dynamic avx_scalar_memory","Dynamic avx2_scalar_memory","Dynamic avx512_scalar_memory","Dynamic loads","Dynamic stores","Dynamic loaded_bytes","Dynamic stored_bytes","Dynamic compute_with_memory","Dynamic int_compute_with_memory","Dynamic sp_compute_with_memory","Dynamic dp_compute_with_memory","Dynamic vector_compute_with_memory","Dynamic sse_vector_compute_with_memory","Dynamic avx_vector_compute_with_memory","Dynamic avx2_vector_compute_with_memory","Dynamic avx512_vector_compute_with_memory","Dynamic avx512phi_vector_compute_with_memory","Dynamic fma_vector_compute_with_memory","Dynamic x86_scalar_compute_with_memory","Dynamic x87_scalar_compute_with_memory","Dynamic sse_scalar_compute_with_memory","Dynamic avx_scalar_compute_with_memory","Dynamic avx2_scalar_compute_with_memory","Dynamic avx512_scalar_compute_with_memory","Dynamic fma_scalar_compute_with_memory","Dynamic add","Dynamic mul","Dynamic sub","Dynamic div","Dynamic sad","Dynamic min","Dynamic avg","Dynamic max","Dynamic abs","Dynamic sign","Dynamic sqrt","Dynamic fma","Dynamic reccp","Dynamic scale","Dynamic vpconflict","Dynamic vplzcnt","Dynamic call"
"3","[loop in mandelbrot_computation at dynamic_multithreading_dp_simd.cpp:8]","1","","95.7269","34.260s","3.07438","1.100s","0.550s","0.070s","Scalar","1","12","28","39","","","","","","22.433","","0.100","","89.733","","0.400","","112.166","","0.500","","1.568","","6.274","","7.842","","15.684","","224.333","","261","1","1000","1500000","< 0.001s","< 0.001s","Blends; Extracts; FMA; Packs; Permutes; Shifts; Shuffles; Unpacks","Int32; Int64; UInt128; UInt16; Variable; ; ; ","128/256","AVX; AVX2; FMA","","","","","","dynamic_multithreading_dp_simd.cpp:8","dynamic_multithreading_dp_simd_O1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","[loop in mandelbrot_computation at dynamic_multithreading_dp_simd.cpp:8]","1","","95.9224","34.330s","0.19511","0.070s","0.550s","0.010s","Scalar","2","11","33","28","","","","","","2.381","","< 0.001","","159.492","","0.036","","161.874","","0.037","","0.024","","1.607","","1.631","","44.323","","4397.920","","25","25","25","60000","< 0.001s","< 0.001s","Blends; Extracts; FMA; Shifts; Shuffles; Type Conversions","Int64; UInt16; UInt256; UInt; Variable; ; ","128/256","AVX; AVX2; FMA","","","","","","dynamic_multithreading_dp_simd.cpp:8","dynamic_multithreading_dp_simd_O1","28","5526886812","4736688696","0","0","20102051958","9581377392","4343089638","15763462320","0","1185297174","2367594348","0","0","790198116","0","1183797174","0","0","0","0","0","0","0","12213570798","3549891522","0","0","395099058","0","0","3943490580","0","0","2780693406","422099058","53901471888","6645584928","1970995290","1578896232","0","0","1970995290","0","1970995290","0","0","0","0","0","0","0","0","0","0","0","18000000","9000000","3000000","0","0","0","0","392099058","0","0","0","6000000","0","0","0","0","0"
"2","[loop in mandelbrot_computation at dynamic_multithreading_dp_simd.cpp:26]","1","","95.9504","34.340s","0","0s","0.550s","0s","Scalar","3","10","30","33","","","","","","","","0","","","","0.288","","","","0.288","","0","","< 0.001","","< 0.001","","0.003","","","","6000000","6000000","6000000","1","< 0.001s","34.34s","","UInt16; ","128","AVX; AVX2","","","","","","dynamic_multithreading_dp_simd.cpp:26","dynamic_multithreading_dp_simd_O1","33","480000","480000","0","0","22740000","7020000","0","180000","0","0","0","0","0","0","0","480000","0","0","0","0","0","0","0","0","180000","0","0","21900000","0","0","180000","0","0","1380000","120000","8400000","480000","180000","180000","0","0","180000","0","180000","0","0","0","0","0","0","0","0","0","0","0","120000","0","180000","0","0","0","0","0","0","0","0","0","0","0","0","0","360000"
"4","[loop in __libm_hypot_dispatch_table_icx_init_icx]","1","","0.0838239","0.030s","0","0s","0.010s","0s","Scalar","0","16","63","62","","","","","","","","0","","","","0","","","","0","","0","","0","","0","","0.002","","","","23171","0","44381","4","< 0.001s","0.008s","","Int64","","","","","","","","","dynamic_multithreading_dp_simd_O1","62","0","0","0","0","834189","1297642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278063","0","556126","0","0","0","556134","0","3707560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278067"

